shot_made_flag,log_init_prob,log_02_prob,lda_init_prob
0,0.3088910543379211,0.2985461886431448,0.31001911086704526
0,0.31894442701247805,0.3074791121853791,0.3190095803256025
0,0.1186720093287956,0.115158676088416,0.12004448260990697
0,0.3719763589462008,0.3680013954132647,0.37294818193591867
0,0.2538783320516141,0.25065462222182305,0.2559498368631921
0,0.25981189821511785,0.2705031570027996,0.26037543459318563
0,0.23904216423187527,0.2512832688711397,0.2397749024559308
1,0.24114630129024603,0.25237067029755866,0.24317090492031324
1,0.401833737280614,0.39120704955227437,0.4028858520401208
1,0.2813219906729523,0.27451265883601955,0.28244121534354044
0,0.40966449823308354,0.36349549469031417,0.40787851982667295
0,0.6711612302227647,0.628540890174684,0.6712702196243645
0,0.46866005663237364,0.4270229083655742,0.46916596270482036
1,0.6617478712976618,0.6187863760030403,0.6626228019795277
0,0.5859771038543465,0.5465333894791469,0.5856162117220197
1,0.46667059585375553,0.4256345143270517,0.4663204662571313
1,0.40045179512612367,0.36094765924422645,0.3997705424825686
0,0.45595421862862456,0.4141009849653453,0.4531307496235171
0,0.3610406933831777,0.3359972383845584,0.3607419336946237
0,0.46886352278330995,0.4332863147815002,0.46462357751835287
1,0.5036687766458317,0.47149326426333404,0.5048850424039397
1,0.4303071718820429,0.40335007137261225,0.4275590237794115
1,0.3771146865875693,0.34342368114940464,0.37299094577848657
0,0.650982480499031,0.6354173687852197,0.650332393112861
1,0.6415377670359187,0.6259732778462324,0.6416467687486628
1,0.5478498170271934,0.53139475619002,0.5493678216675745
0,0.5333404341814572,0.5187031110490059,0.5350418010960142
0,0.37484033334771893,0.3721014438003795,0.3749767040609518
1,0.6041270130769041,0.6000394925757216,0.6046827243765921
0,0.5968171477383502,0.5928416661229682,0.597967536903563
1,0.6088099384080375,0.6102928540051867,0.6083470624743397
0,0.4254342758451463,0.4260915382530333,0.4244745666515194
1,0.6119255740035723,0.6198924546628652,0.6111207135312289
1,0.6092650187661652,0.6173014604691508,0.6086732699709085
0,0.4204734946378013,0.4287158465246245,0.41982417119242876
1,0.3875359667572384,0.39454180308581066,0.3861728645917404
1,0.4781915081484936,0.4892848124675945,0.4787663897433471
0,0.5875497577428691,0.5961407342359599,0.5887144531428558
0,0.32015199481654744,0.34264101910605865,0.31880417484725343
0,0.3592359976865107,0.38771630844796445,0.357981221517115
0,0.5926981614507587,0.617022029345364,0.5916208074615402
0,0.5925319185063183,0.6168623196758294,0.5914678548676707
1,0.4885008607138727,0.5156291733521992,0.489187829563784
0,0.36875836519468047,0.3978877014737522,0.36826759942328824
0,0.3065891852326505,0.33502960430645634,0.3025546214017494
1,0.5066803207201869,0.4968104336730876,0.5060614029792114
0,0.5080753286452215,0.49702069104729407,0.5085194114513006
1,0.6763968882782838,0.6644169084797427,0.6773665093405825
0,0.6757937031390784,0.6638139103595712,0.6768128882284137
1,0.6753409306850723,0.6633613110645308,0.6763973468682227
1,0.40764697479727946,0.39398533189499096,0.4083507895772392
1,0.6883718886788249,0.6815549496779457,0.6877903363954883
1,0.6732986376987042,0.6665982745033401,0.6739337576506652
1,0.6813537401788515,0.6806375251780361,0.6812510065590088
1,0.40837359926709077,0.40762334573544695,0.4087193470959396
0,0.48354293315915425,0.4808905254642555,0.48014741706301917
1,0.6634586487603144,0.66305941154946,0.6648156906209572
1,0.662150517725234,0.6617748559603833,0.663615603537049
1,0.5238998409491885,0.5200309385542988,0.5208702001390636
1,0.5256104992021269,0.5182020151071433,0.5254165822618696
0,0.5643919491181292,0.5690759953648118,0.5618807892086981
1,0.6402864424669757,0.6455803325951281,0.6394991494129585
0,0.41502011060800437,0.42551252825611213,0.41443629749261574
0,0.3530974948001058,0.3559674870811115,0.34845289067391083
1,0.4441118035166693,0.45121533807812697,0.44573895187133333
0,0.4678670051775843,0.4890827049539084,0.46437130640107244
1,0.533116767769839,0.5558949992948631,0.5319356129592098
1,0.39000523453011,0.4157703724657782,0.3897125017169736
1,0.4185920466714136,0.44538385497934224,0.41789651786784376
0,0.6027279216393667,0.582113897567383,0.6024437125458556
1,0.6992545805947686,0.680234789763,0.6993096083778638
0,0.540210349052277,0.5167257547203938,0.5386415956213602
1,0.5356699386033005,0.5193129151285721,0.5352692569527668
1,0.6271024311492589,0.6126094294431399,0.6273095211942642
1,0.6828647844047155,0.6688861972474875,0.6836814691271891
1,0.6817826567033397,0.6678001503240577,0.6826881093334165
1,0.42322528901935624,0.4069816053314727,0.42384939838701896
0,0.5184986286168524,0.5122519574969739,0.5185345593920374
1,0.5931262542724143,0.5862424292399383,0.5939569538694109
0,0.420967250711347,0.4112357734548988,0.42093577326138665
1,0.6230050659873374,0.6162420910805964,0.6237946723462328
1,0.44805305578567745,0.45314226145373054,0.4419399739587996
1,0.3610312692595989,0.38377080983130424,0.35697154275197224
1,0.3615675367195159,0.38715373093538397,0.3633170448788118
1,0.40449535116217167,0.4367356789025549,0.40612653021963224
0,0.45564413247355007,0.48742037735716975,0.45490131447348137
0,0.45399081055805,0.4866596823337931,0.45459045993392855
0,0.40725406924836616,0.4378150946532921,0.40514082324798456
1,0.61875747316442,0.650040248655897,0.6211118626465292
0,0.335357118024794,0.371954193783235,0.3366979805902166
0,0.5502055514430196,0.5913282239308075,0.552590285023555
0,0.5816892835275006,0.6212086862381999,0.5839753575224027
1,0.6148963123533944,0.6526875658760445,0.6174796371534576
0,0.42580040208085995,0.46600577836431734,0.42846647626672985
0,0.49965346196971155,0.5433179533804147,0.5005457010751415
1,0.413360025863514,0.45786802457249526,0.4158861337297411
0,0.6080254763282875,0.6462257532644469,0.6111804562692635
0,0.20936040079218102,0.23886095668492202,0.21213588668779434
0,0.4555755033379331,0.5157539280333104,0.45657046648780014
1,0.32787758199720735,0.3861186326507488,0.3285493127871754
1,0.4530592021100202,0.42518349789535104,0.44971935930891166
0,0.4409160221922203,0.41282289318439863,0.4407645175160263
1,0.5556569229869699,0.5247165506434295,0.5569673611093562
0,0.33244890686413625,0.3075592124739166,0.3344305756328516
0,0.1572429094216341,0.14483726034720054,0.1587946480003572
0,0.5704316302864199,0.5453924384144886,0.5698899670477322
0,0.5523763394527912,0.5274966456487448,0.5532929230993446
1,0.5985083934987657,0.5796997170877749,0.5984495261373612
1,0.3987156255089863,0.38083597938719543,0.4000917253195694
1,0.5781230015413827,0.5594483384845259,0.5797192445360625
0,0.33753925382328137,0.3339104446663354,0.33769049613505825
1,0.40409824701758246,0.3996579555804675,0.40465009351830106
0,0.49828342721433144,0.49262495458474637,0.4976666518171832
1,0.5912304397124886,0.5833184366596302,0.5918153119851254
0,0.44351021776947286,0.43643437814501884,0.44486920390876433
0,0.43883842808599066,0.42946100310321184,0.4378612608042819
0,0.5813346987973522,0.5735547494099912,0.5827244937810879
0,0.3715769049535275,0.374682412398027,0.3678033193756095
1,0.37902648322016874,0.3753948028893742,0.3775857981585259
1,0.4424101190507523,0.44759864506930547,0.4420239812896696
0,0.39704459690146426,0.40313044047098406,0.39758442456132886
0,0.2954192145261818,0.3044618941213696,0.2958968636580492
1,0.5833478906844285,0.5880331374202641,0.5838274548377346
1,0.41951050349565905,0.42738608328953986,0.42036445734109096
0,0.5344078501259869,0.5402263254614472,0.5356505170008381
1,0.40451412150653016,0.4094534110820228,0.4061840425736448
1,0.5794366168368587,0.6002950974686532,0.5783929756874784
1,0.48942329641946203,0.5130882388613048,0.4886376335265275
1,0.48911943903862015,0.5101881577617363,0.48799203205838354
0,0.5092210621856281,0.5325359972010215,0.5083462545171505
0,0.35919184437637536,0.38097213568137495,0.36024944763405037
1,0.33959549285166074,0.3641934253191562,0.34029289450625827
1,0.5344297141403077,0.513235138750431,0.5337345987286972
0,0.520581283748631,0.49890106572971016,0.5199983458594433
1,0.5817243901976802,0.5609988466769924,0.5814728619565838
0,0.4948737205832122,0.4785423916824008,0.49190323026591953
1,0.3979297548209841,0.3779935284560672,0.39835790956971034
1,0.5266850638650366,0.5045443041776142,0.5253017232041785
0,0.5883550871512753,0.5741149092594469,0.5881552564792559
0,0.6182005093777583,0.6046064306398307,0.6180785247107615
0,0.3920296756417975,0.3748919231986821,0.385629461491252
0,0.4661954447785608,0.4528594342652156,0.4672148974274367
0,0.6476110196155794,0.6340252849465864,0.6486740052872229
1,0.5682556376384681,0.5542481471666039,0.569990267451582
0,0.4823392985377035,0.46876936407754716,0.4841430604205676
1,0.6630883823312123,0.6557644320759851,0.6628075311874493
0,0.34485273550646595,0.342195388378455,0.3459320737751254
1,0.46143654690046687,0.4586184056205616,0.45980836899866273
0,0.46600812087430554,0.4630044654390867,0.46450665236379396
0,0.4861823488484729,0.4767414476936964,0.4847639888894442
1,0.6383683274702291,0.6312767454241884,0.640103165513727
1,0.6431490112533987,0.6512885670844213,0.6427576626980868
1,0.4770628550515127,0.4900019353761442,0.4764082305915063
1,0.6363853746001576,0.6341800074507113,0.636001927262792
1,0.4734119711881448,0.4708016369615527,0.473404387288538
0,0.4369360808332891,0.43347346465283315,0.4363340402102216
0,0.19014184242938248,0.18842181587098927,0.1906329285308449
0,0.43011381768098006,0.43535654519073214,0.42990413659013277
0,0.47767608147059154,0.4836656287411751,0.4773791392082579
1,0.4627519358426889,0.46517275065722785,0.460968784710088
0,0.4597871876456434,0.4670618741441183,0.4600246741365404
1,0.6197380163666811,0.6233751013125578,0.6200704434084999
0,0.3622286994790873,0.36739492390459766,0.36363367255528367
0,0.531523915976285,0.5355219367723116,0.5325475853349702
0,0.42183627805173346,0.43141204443238285,0.42090039415908626
0,0.6227396531613313,0.6327678011334223,0.6227381893193648
1,0.41932811095757505,0.4342891638796409,0.41945776040191113
1,0.43138967034075876,0.4468457930527259,0.4288662395277064
1,0.3339601219496161,0.3562646860169516,0.328247703063407
0,0.44358791515737406,0.4725554413263459,0.44333118556773843
0,0.38404558767973396,0.4161469492281257,0.38000974420325867
1,0.5985414651379753,0.6250000214770554,0.5986993891028521
1,0.4012278715141229,0.429209314465756,0.40206212602247576
1,0.5869060514680077,0.6138487083960033,0.588008015116485
1,0.5156844712599566,0.5429514688203705,0.5158021106154583
1,0.38843862043862,0.3807106135327843,0.3861259035861007
0,0.3940388259169065,0.38729731205131296,0.3931515609596162
0,0.5728762066708873,0.5666602375184986,0.572963270170625
1,0.40152900735358515,0.39709741754533234,0.40280142423674004
1,0.35315240131262005,0.3508120416016301,0.34854657161027663
0,0.38218602482985575,0.38001546670278386,0.3784519748406283
0,0.5511404465040419,0.5511254081178543,0.5523272684031054
1,0.5707300199657978,0.5771250774013226,0.5702378900862834
1,0.2986272283904508,0.30174213558526847,0.29294299432478743
0,0.5163968844794632,0.5243294387703606,0.5162260807363124
0,0.3710913809179696,0.38038548877305967,0.37287725527096177
1,0.2682581629583858,0.27979973431309163,0.26544936113491746
1,0.47222545948079353,0.4965321483461891,0.4724692118111477
0,0.26864341752645104,0.2937755804012614,0.2647202570822642
0,0.3612913568362694,0.38643123327517576,0.3628125193696342
0,0.3073510365779894,0.33351168625018474,0.30506793085484263
0,0.27988284714090866,0.30109915681601684,0.2815429263042077
1,0.3644346072630997,0.3687775207528116,0.3615214103909181
1,0.4300279695423625,0.4284530309180557,0.42805678461962837
0,0.23070219903280645,0.23432760071736783,0.23166883614627562
1,0.5557884404044139,0.5173972592849668,0.5555387389849682
0,0.40416865530659996,0.3657879031612131,0.40185357593696674
1,0.5106534175679259,0.4743415256411007,0.5121525649884131
0,0.40101938554123623,0.3678326559328751,0.3952156795992487
1,0.6137750621706599,0.5824168083405237,0.6131889446272752
1,0.597784533653402,0.566351443244248,0.5984893227236824
0,0.3895329721980571,0.35770705791320506,0.3885062711016594
1,0.5953815123180749,0.563943238959393,0.5962816439931705
0,0.5641119206673508,0.5401034736711576,0.5631107670026437
0,0.4043746892810844,0.37791935517975866,0.39940775635500264
1,0.4362176061927254,0.41055511294347335,0.4357273706246754
0,0.3381074255172967,0.3151576437560359,0.33801359785192026
0,0.5216029009352966,0.4981889084197555,0.5217052501204624
0,0.387468322827563,0.3824958537930568,0.386842384432383
0,0.523214940725431,0.5152249872577133,0.5224623099148814
0,0.40040073989715846,0.39690965341070583,0.39870645714265673
1,0.39823062925023317,0.37935842344851456,0.39705848218778256
0,0.3973521251969552,0.38379288807784195,0.3966761517549678
1,0.6136814419599281,0.5954850821329621,0.6132951417040621
1,0.33129447725268013,0.3191024276111135,0.3313824772083697
1,0.42799603963000893,0.4082521613736128,0.4266483019118344
1,0.5942490915102628,0.5761387962208203,0.5954367143318964
0,0.23368878885810293,0.22571411027194466,0.2349291838120112
1,0.593625478473177,0.5812876355409463,0.5942169747442119
1,0.34578711173993926,0.345332462014824,0.345461567806324
1,0.4199276571274527,0.41352109645188956,0.4192386651420513
0,0.3509060076054246,0.34785338214393624,0.35209625454808835
1,0.4090961354170252,0.402098022104115,0.40810455364047976
0,0.5868432346941874,0.5813287565091023,0.5878921509783543
0,0.4340721689743224,0.4286229454064782,0.43579372589406895
0,0.5184938159654479,0.5300785731406215,0.5179209062031989
0,0.4963285059587643,0.5171189495175006,0.4965526844519917
0,0.557954660165486,0.5773343829439138,0.5580237912264557
0,0.4740388910314306,0.4928285843705512,0.4730676125323259
0,0.5447546307232419,0.5645048327339401,0.5458918964575237
0,0.5423201060701478,0.5621358887392603,0.54365481257896
1,0.3635224414653437,0.38363970879990644,0.3657607633702454
1,0.5414645378598099,0.5671197129762262,0.5422025271558871
0,0.3124629525983918,0.3408476595806872,0.3102185841909602
1,0.5360744877192668,0.5618863593759045,0.5372489225920904
0,0.35267317956756394,0.37548712627689584,0.35243875618886
0,0.25306223912789555,0.2753033513160821,0.25481391197192904
1,0.2605497199664697,0.28510665018447606,0.26240417063570776
0,0.2665712272440133,0.29185090089375193,0.26836612070310045
0,0.3796047560443274,0.41000877854907075,0.3789790926590932
0,0.3969479298936476,0.4277714293143173,0.39650479825500917
1,0.45874579762579065,0.4917836362386328,0.46120107267344723
0,0.41370061281763953,0.46183334136098503,0.41273324161979624
0,0.257251937279278,0.29673381535151744,0.25755592893367674
0,0.2549457923071572,0.29891705273106994,0.25647228000479755
0,0.40951237311548255,0.4614601530483287,0.40953655975945696
0,0.34854382955610946,0.39951887777227874,0.3473728447387078
0,0.41048519025145536,0.4622180282107436,0.41180401984631
0,0.24422394026072874,0.28658410792624456,0.24637620759211948
1,0.6527464335137894,0.622110991070038,0.6548668841113262
1,0.6725980139766652,0.6477925763509911,0.6724915297291119
0,0.5827144007071834,0.5546180699491348,0.5809704429334438
1,0.5772581495706178,0.5491464571800242,0.5754709133079452
0,0.5980413891006009,0.5720597896819051,0.5987797174345499
1,0.47741730196120025,0.44981783322638513,0.47892576254052827
1,0.6509876331100176,0.6258768019554615,0.6526465976318528
0,0.5374305350131242,0.5156744597954727,0.5353922767353798
0,0.593005922488685,0.5739014252722082,0.5955884649467873
0,0.4091623034115877,0.4103544072953131,0.40887041354362097
0,0.4754080440054544,0.4717294892260844,0.47618527909730984
1,0.40819456690697903,0.402706546197717,0.40437330323675424
0,0.44108078462483624,0.4357434546441236,0.4378896241612837
1,0.5816602176766142,0.5798712163536922,0.5828611013889746
1,0.6274814432771677,0.6245307625184809,0.6292557585967357
1,0.6265151837245105,0.6235794556740877,0.6283692351423252
0,0.3789405478164099,0.379292315904202,0.38152509365743104
1,0.6496204737245054,0.6258822502418014,0.6494784839678315
0,0.6419418316943634,0.6181365012178589,0.6424209645666739
0,0.4868774475593621,0.4714770563510261,0.48314698703193243
0,0.5735935760907273,0.5561208328444104,0.5729024348635536
1,0.506157448733708,0.4862427180375925,0.5068397399657903
1,0.36791405932314775,0.3500653531946205,0.36887195708803183
0,0.3661888235018763,0.35375082561533966,0.36716430603265315
0,0.456704730457496,0.44353105461510883,0.45585412712114143
1,0.6433682912664586,0.6316006232480129,0.6430268725612388
1,0.6401625221887296,0.6284106653900637,0.6400790229266621
0,0.6348317004587997,0.6231089085056951,0.6351791378643377
0,0.628181844106242,0.6165000893341134,0.6290701595265756
1,0.44722557376875127,0.4522801149740146,0.44747534189473337
0,0.4593316308381276,0.4275113600061877,0.45621152306454066
1,0.6300301169916391,0.5951771710227556,0.6299646388555868
1,0.4440092171148379,0.4128449123654678,0.44208504322860914
0,0.38484483736014524,0.35628003104856387,0.3840512192522832
1,0.41350487322938806,0.3770985789287251,0.41286692939150654
1,0.3598836901336253,0.3291913130747889,0.3618346824069796
0,0.43230866826726816,0.40171105043276767,0.4313392539528733
0,0.4054436697458749,0.3696278900358946,0.40546196767609716
1,0.623465131084707,0.5942405549032638,0.6233007425050631
1,0.41351848999220575,0.3856453942337021,0.4146092272367879
0,0.3417693104741099,0.32664964508532596,0.3408978244372035
1,0.6083620379814366,0.5857808925107613,0.6093300293135555
1,0.5311953135746492,0.5085115779764814,0.5329464290886069
0,0.3917427680270495,0.39069699855339773,0.38903061792569554
1,0.44218970849946376,0.4369495332758316,0.44183973274860505
0,0.4196513412188018,0.41118216129973756,0.41605663401092885
1,0.3391167322043252,0.3392981340866251,0.33713623154148037
0,0.3213033346265222,0.313103798735906,0.31688660014025694
0,0.32868203913059507,0.3252858419257683,0.3306698111033238
0,0.4684758193150894,0.4365593757423675,0.46589779957005206
1,0.6092073983366557,0.5797009519977766,0.6093758401134856
0,0.445264083780437,0.4712828119053051,0.44259954835774246
0,0.42034335472890955,0.446106651551196,0.42038490877948087
1,0.5419605278752736,0.5655358646135369,0.5415799051373913
1,0.5951090392481391,0.6163956707198329,0.5965741174184935
1,0.4534600763613135,0.47558110007214177,0.4552436380737978
0,0.36638789277805084,0.39378964478414163,0.3662848281724329
0,0.35351791071171884,0.3782636716042823,0.3521606746206745
1,0.5307134355419304,0.5579081937157359,0.5300924632359844
0,0.3935421354413688,0.4197320955343549,0.39297887882199095
0,0.5324189896812588,0.5605170628549561,0.5341868239690216
0,0.6030097105620221,0.6359684731632748,0.6030953569089781
0,0.4057790734995489,0.44506272292438065,0.40423446958854814
1,0.36843313663782773,0.4060898142503613,0.3701448083182481
0,0.4194974840605698,0.45332684523072503,0.4207378200500953
1,0.577073781173857,0.6112694999504437,0.5792717969305805
0,0.3673776376478315,0.4146224129185669,0.3616233331282294
0,0.5857730256327446,0.6351466745405591,0.5854275383669014
0,0.4716018276003069,0.5227757862912994,0.470406910839381
1,0.39332049331917984,0.3802363446032279,0.39173303829188083
1,0.617221690321275,0.5991393228473887,0.617012765535681
1,0.4925475266105982,0.47475510817964317,0.49317625997200826
1,0.6019413195439554,0.5839138856327942,0.6029705656085942
1,0.6192524009266378,0.6068239040909351,0.6182468941024102
1,0.42147861303703255,0.4088209188399693,0.4206955054256196
1,0.607741870937753,0.5954005203005143,0.6076596302725542
0,0.5525164636441005,0.5393466531151758,0.5520259259647452
1,0.47163111305466676,0.46211136181485607,0.47154251485487236
0,0.3839648610627605,0.37179598883639614,0.3844207907177239
1,0.6106150180264601,0.60488735967302,0.610209202610844
0,0.45641219576065184,0.44877258970387796,0.4534897635593321
0,0.40130281169963106,0.39899239637390416,0.4020359674698457
1,0.5933760855072858,0.5878900071132648,0.5943650292029132
1,0.5345381959495545,0.5455334450634574,0.5337412516945786
1,0.5876167749379152,0.5983275046185694,0.5872461666596247
1,0.4387762889025924,0.4488220971316174,0.43813557428998695
1,0.35547298302022384,0.36683582213915783,0.35682785204416967
1,0.46054922528545966,0.458391333955302,0.4587087355135245
0,0.43463710712859455,0.4268574865011587,0.43303437629048996
1,0.42503703324181763,0.4239431319624337,0.4224251929083834
1,0.6129982323148968,0.6070865218409544,0.6143122183429847
1,0.6277938200305831,0.6272418728308806,0.6272768356084709
0,0.41947535614878134,0.4233344819581182,0.4200407157096327
1,0.4419115553531006,0.4398552662304003,0.44010310720052104
0,0.44336095741874476,0.44465396986238376,0.44487198011501006
0,0.4545422431309904,0.4651770110185174,0.4526605922766848
1,0.383722882105131,0.4107666112275746,0.38280024572676413
0,0.40620809167546557,0.433962602809172,0.40314425778338936
0,0.381813884147843,0.4023139464832131,0.3776959265798254
1,0.3617516631007082,0.38973315749143667,0.3603918822531194
1,0.611860567032087,0.5804940910707088,0.610178815405963
0,0.5142502298722955,0.48267690104258676,0.5144915406500075
1,0.47578503326990845,0.44409811867203386,0.4768581111904097
0,0.4105954002984664,0.38638408363163607,0.4119868002195959
0,0.56750935661473,0.5368150049208898,0.5697721542933304
1,0.673682922826277,0.6458064404865548,0.6755785194155525
1,0.4761391312765923,0.4495201489185301,0.47448834525310307
1,0.609640995066147,0.5851491627402586,0.6113544334043185
0,0.5245611142615062,0.5104540219406167,0.52142125178745935
1,0.5580603265817515,0.540901308249044,0.5590580965871597
0,0.4765078148677334,0.4574608651162603,0.47725672122179913
0,0.38322713246025086,0.3657746655293043,0.38495681840034224
1,0.4762914771616931,0.4739759186711259,0.4754435512619546
0,0.6046195480945941,0.6031284876772044,0.6055901449186835
1,0.5977469439349953,0.5635404386236534,0.5957426482300218
1,0.5947490173394427,0.5560425690495039,0.5919874902632211
0,0.5505921510157047,0.510757115627359,0.5477781590453202
0,0.5915316868767706,0.5531385502050529,0.5911515156501914
1,0.45997853590322263,0.4267085912382989,0.4582994322856469
1,0.4893226863031349,0.4553974954104141,0.4873002807872402
0,0.5155740168770383,0.48516295542531285,0.5175322670676666
0,0.6186070344746425,0.5951986417867788,0.6185900490676668
1,0.4439198460634824,0.4243784625442074,0.4441557771247692
1,0.6915355770667293,0.6695893364159723,0.6919463162855197
1,0.45703453814660666,0.42989679818533827,0.45308006296216363
0,0.5009135026386201,0.47395510234248234,0.4986168259233925
0,0.30984765430885863,0.28440331146640435,0.30562346760755355
1,0.34594716037523443,0.31917351321945,0.3428767253909073
1,0.2720667217061073,0.2547735036945729,0.27229133595731453
0,0.2763643267841182,0.2531682770239008,0.27492050915483707
0,0.4674883615802482,0.4408931679838729,0.4695245324828931
